track_id,song_id,artist_id,artist_name,song_title,genre,song_1,song_2,song_3,centered_song_1,centered_song_2,centered_song_3,corr_song_1,corr_song_2,corr_song_3,cos_song_1,cos_song_2,cos_song_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cos_1,tfidf_cos_2,tfidf_cos_3
TRNOUUF128F4280B8D,SOHREDT12A8C13862F,ARZENOX1187B98A645,John Mayer,Why Georgia,folk,8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Over It (Acoustic),8 Mile,Over It (Acoustic),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Rabbit Run,Book Of Life,8 Mile,Rabbit Run,Book Of Life,8 Mile,Interlude 5,Curse,Curse,8 Mile,Hair,Grey (from Revelling Reckoning),I Wonder If I Care As Much,Life It What It Is (Remastered LP Version),Life It What It Is (Remastered LP Version),Hair,Grey (from Revelling Reckoning)
TREKVTY128E0784BA3,SOBHKVI12A6701F1C8,ARC8CQZ1187B98DECA,Jack Johnson,Mudfootball (For Moe Lerner),folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,More Pricks Than Kicks,Devil,East Coast Fuck You,Devil,More Pricks Than Kicks,S.U.C.,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,She's Everything,Kill The President,Neptune,lucky to be me,She's Everything,Interlude 5,Find My Way Back To My Heart,New Song
TRYNAAP128F427EF64,SOCJTTL12A8C14009F,AR7OA5G1187B98D3A0,Sufjan Stevens,Sister Winter,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Friends/Oh My My (LIve),Tears of Laughter,Waterloo,Friends/Oh My My (LIve),Tears of Laughter,Waterloo,Stone Cold Heart,Love Is Wicked,Your Eyes,Stone Cold Heart,Your Eyes,Don't Worry_ Be Happy,I Wish You Love,Put Your Dreams Away,Stone Cold Heart,I Wish You Love,Stone Cold Heart,Put Your Dreams Away
TRFMWVJ128E0791E70,SODZLMJ127D977E810,ARE0WH81187B9A7BA3,Rufus Wainwright,In A Graveyard,folk,Interlude 5,One of Us,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,One of Us,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Gamma Ray,Indulge In Frenzy,And The World Shall Be Your Grave,Gamma Ray,Indulge In Frenzy,Doom Over The World,Weak Become Heroes,I'm Going On A Long Journey Never To Return,The Hourglass,Weak Become Heroes,I'm Going On A Long Journey Never To Return,Cat's In The Cradle,Static Age,I'm Going On A Long Journey Never To Return,Weak Become Heroes,Static Age,I'm Going On A Long Journey Never To Return,Weak Become Heroes
TRLTTDC128E079380E,SOCTYHG12A679D7E2B,ARE0WH81187B9A7BA3,Rufus Wainwright,Baby,folk,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),I Want You,I Think I Love You,I Still Love You,Everytime I...,I Think I Love You,I Still Love You,Everytime I...,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,8 Mile,Slow Motion,Roni,Fall On My Knees,Fall On My Knees,My Little Girl,Blister In The Sun,Fall On My Knees,My Little Girl,Love Won't Let Me Wait
TRUCWXA128F92E4944,SOYGQGR12AF72ABAB8,ARQEBGJ122E6447D2B,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),My Darling,Interlude 5,We Gonna Rock,My Darling,Dead March,Goons of Hazzard,We Are Detective,Goons of Hazzard,Dead March,We Are Detective,Interlude 5,Daddy's Moonshine Still,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Daddy's Moonshine Still,Likkle Africa,Carry On,Dead Weight Falls (Album Version),Daddy's Moonshine Still,Sigillum Diaboli,Daddy's Moonshine Still,Dead Weight Falls (Album Version),Likkle Africa
TRGQBAX128F426EFCA,SOERZLJ12A8C132D53,AR5FP401187FB523C9,Bob Dylan,Ballad In Plain D,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,8 Mile,Electric Lady,Birthday Card,Caroline (Album Version),Electric Lady,Birthday Card,Caroline (Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,8 Mile,Queen Of Hollywood ( LP Version ),Passin' Me By,Day Of The Eagle,Nothing Left to Mutilate,Mommy For A Day,Albino,Mommy For A Day,Passin' Me By,Nothing Left to Mutilate
TRGSDTP128F92F76D1,SOHMZEX12A8C132F5F,AR5FP401187FB523C9,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Interlude 5,I'm A Winner (Amended Album Version),I Want You,I Try,Chelsea Hotel #2,Revenge,I Try,Chelsea Hotel #2,Revenge,Interlude 5,8 Mile,Trife Life,Interlude 5,Kickin' It With Your Girlfriend,That's How I Beat Shaq,The Skeleton Song,I Didn't Mean To Turn You On,I Didn't Know That You Cared,The Skeleton Song,Interlude 5,Numbers
TRMRMTN128F92D426F,SOIZDJI12A8C1435C7,ARSF0K11187B9AF319,James Taylor,It's Growing,folk,Interlude 5,Touch It / Technologic,Ice Is Workin' It,Interlude 5,Touch It / Technologic,Ice Is Workin' It,Big And Bad,Coal Black Horses,Shock Dat Monkey,Big And Bad,Coal Black Horses,Shock Dat Monkey,Interlude 5,Hey Ladies (2009 Digital Remaster),Coal Black Horses,Interlude 5,Coal Black Horses,Stop Playin',Hey Now,Tin Pan Alley (aka Roughest Place In Town),Stop Playin',Stop Playin',Blues Prelude,Tin Pan Alley (aka Roughest Place In Town)
TRDFPTZ128F14B108C,SOJKUOG12A6D4FD11D,ARSF0K11187B9AF319,James Taylor,Oh_ Susannah (LP Version),folk,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),Snoopafella (Edited),Act A Fool,Shape I'm In,Snoopafella (Edited),Act A Fool,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Overdose (Album Version),Interlude 5,Love Henry,Down On My Knees,Overdose (Album Version),Love Henry,Down On My Knees,Needles And Pins (Remastered Album Version ),Love Henry,Down On My Knees,Needles And Pins (Remastered Album Version )
TROZEMN128F4262CCA,SOHSTLE12A8C132425,ARSF0K11187B9AF319,James Taylor,Something In The Way She Moves,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),She Ain't Afraid,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),She Ain't Afraid,Hair,Got Some Teeth,Passin' Me By,Hair,Got Some Teeth,Passin' Me By,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),What's On Your Mind,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),What's On Your Mind,Cherry Ball Blues,You're So Fine,By The Bed,Cherry Ball Blues,You're So Fine,By The Bed
TRGAZWQ12903CB0BA9,SOGJZZZ12AF72AA43B,ARYQES41187B9B960F,David Gray,Draw The Line,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Cancel (Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Cancel (Album Version),Stand In Line,Farewell Ride,California,Stand In Line,Farewell Ride,California,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Strike It Up,The Irony Of It All (Album Version),We're Going To Live For A Very Long Time (2006 Digital Remaster),Strike It Up,Move Me On Down The Line [Remastered Album Version],Farewell Ride,Strike It Up,The Irony Of It All (Album Version),Adam Lives In Theory
TRSNACX128E078AA88,SOKYDGS12A6701E3CB,ARYQES41187B9B960F,David Gray,Sail Away,folk,The Rockafeller Skank,Interlude 5,Hold Me Down (Album Version),The Rockafeller Skank,Interlude 5,Hold Me Down (Album Version),Angelica,Nice & Slow,Misled,Angelica,Nice & Slow,Misled,Kozmic Blues,Piece Of My Heart,Interlude 5,Kozmic Blues,Piece Of My Heart,Never Go Away,Give Me Back My Wig,Shining Star,Never Go Away,Give Me Back My Wig,Never Go Away,Shining Star
TRXCQOC12903CB0BBA,SOEWUQY12AB0188156,ARYQES41187B9B960F,David Gray,Stella The Artist,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),She Ain't Afraid,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),She Ain't Afraid,Ballad In Plain D,Vapors,Song Of Lies,Vapors,Ballad In Plain D,Song Of Lies,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,1st Booty On Duty,1st Booty On Duty,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Winter Rose,Keep Your Hands Off Her,ROSE IN THE SAND,Winter Rose,Keep Your Hands Off Her,Prayer for Beauty
TRPGPVH128F429B2F0,SOGACYC12A8C13C528,ARZWK2R1187B98F09F,Rise Against,Swing Life Away (Acoustic),folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Soulmate,On the Outside,Gas In My Car,Soulmate,On the Outside,Gas In My Car,Interlude 5,8 Mile,1st Booty On Duty,1st Booty On Duty,Live This Life (Album Version + Non-Music Hidden Track),Interlude 5,Bourbon Borderline,Summer On The West Hill,Moonlight,Bourbon Borderline,Summer On The West Hill,Revenge
TRHLRGU128F42643FB,SORGTNE12D02193408,AR5FP401187FB523C9,Bob Dylan,Billy 4,folk,Interlude 5,I'm A Winner (Amended Album Version),My Darling,Interlude 5,I'm A Winner (Amended Album Version),Spitfall,Spitfall,The Dance,Hollywood (So Far_ So Good),Spitfall,The Dance,Graham Greene,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,The Dance,St. Louie,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Plumskinzz (Loose Hoe_ God & Cupid),Something to remember you by,Down By The River [Live At Massey Hall 1971],Whisper,St. Louie,The Illest Brother,Something to remember you by
TRFCCKL128F426EE8E,SORACYK12D02193097,AR5FP401187FB523C9,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Vapors,Ridiculous,Kill The President,Vapors,Ridiculous,Hair,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,The Dance,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Tha Payroll (Stay Strong),Li'l Jack Horny,Beale Street Mama,The Winkle Man,The Winkle Man,Beale Street Mama,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster)
TRGOYOU128F93223F2,SOWILEH12CF5F8729B,AR5FP401187FB523C9,Bob Dylan,Pretty Peggy-O,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),My Darling,Interlude 5,Cancel (Album Version),My Darling,Mr. E. Leon Rauis,Automatic Man (Album Version),The Sanity Assassin,Mr. E. Leon Rauis,Automatic Man (Album Version),Darkness eve,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Wolfman Jack,Travelin' Soldier,Elvis Presley Blues,If I Had My Way I'd Tear This Building Down,My Pretty Girl,Truly Dead,Dead Love,My Pretty Girl,Truly Dead,Dead Love
TROMGSH128F427A408,SOBADWZ12CF5F86CD7,AR5FP401187FB523C9,Bob Dylan,She Belongs To Me,folk,She Ain't Afraid,She Luv It,Queen Of Hollywood ( LP Version ),She Ain't Afraid,She Luv It,Queen Of Hollywood ( LP Version ),She's Amazing,She's Single Again,Addicted,She's Amazing,She's Single Again,Addicted,She Ain't Afraid,1st Booty On Duty,Hair,She's Everything,Luv Me Up,She Ain't Afraid,Beef Bologna,When A Woman Loves A Man,She's Everything,When A Woman Loves A Man,She's Everything,Beef Bologna
TRFBWEC128F42B8346,SOFDFBL12CF5F89018,AR5FP401187FB523C9,Bob Dylan,When The Deal Goes Down,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Hold You,Shift Shape,The Irony Of It All (Album Version),Hold You,Shift Shape,The Irony Of It All (Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Strings,8 Mile,Red Flag,Strings,Strayz (Album Version),Eventide,Strings,Framed Then Failed,Hold Me So Tight
TRDVYVJ128F426F7C0,SOXYGEE12CF5F875CF,AR5FP401187FB523C9,Bob Dylan,With God On Our Side,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Ice Is Workin' It,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Ice Is Workin' It,Keep It Real,We Brings Heat,LBC And The ING (Explicit),Keep It Real,We Brings Heat,LBC And The ING (Explicit),Interlude 5,The Hourglass,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Into Battle,The Hourglass,Jesus Is Coming Soon,Into Battle,Realities Of War,Kafir !,Into Battle,Kinky Sex Makes the World Go 'Round,Thanks For Nothing
TREKVGV128E0788976,SOSHHZB12A6701F0C5,ARN5NHX1187FB4F755,The Smashing Pumpkins,Terrapin,folk,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Preacher On A Sunday Morning,Only You,Beautiful Dreamer,Preacher On A Sunday Morning,Only You,Beautiful Dreamer,Safe + Sound,Hair,Interlude 5,Safe + Sound,We Are In Love,Stuck Inside Of Mobile With The Memphis Blues Again,We Are In Love,Embraceable you,Black Is The Color,We Are In Love,Embraceable you,Black Is The Color
TRUUBKE128F426F5C0,SONBFSZ12AF729E7A3,ARSF0K11187B9AF319,James Taylor,On The 4th of July,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),One of Us,Interlude 5,One of Us,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Moonlight Serenade,Showtape '91,The 4th Branch,Moonlight Serenade,Showtape '91,The 4th Branch,8 Mile,Interlude 5,The Hourglass,8 Mile,Resurrection,Standing,Stavesail,Closer To The Heart,Proud To Fall,Standing,Proud To Fall,Stavesail
TRJZYIT128F426D5BE,SONYMBG12CF5826721,ARSF0K11187B9AF319,James Taylor,Company Man,folk,Interlude 5,I'm A Winner (Amended Album Version),Man In The Mirror,Interlude 5,I'm A Winner (Amended Album Version),Man In The Mirror,Can't You See,Only You,Nausea,Can't You See,Nausea,Only You,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Strawberry Roan,Chinese Arithmetic,It's Not OK [Live From London],The Strawberry Roan,Chinese Arithmetic,The Strawberry Roan,It's Not OK [Live From London]
TRYOIZM128F14567A0,SODRUMV12A6D4F7A58,ARTBSEF1187FB3CBDE,Jimmy Buffett,Ace,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,Old Hippie,Possessed To Skate,Wolfman Jack,Old Hippie,Wolfman Jack,Possessed To Skate,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Interlude 5,The Hourglass,Old Hippie,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Old Hippie,El Lute,Possessed To Skate,Old Hippie,The Hourglass,El Lute
TRQYFLB128E078941E,SOBRYFG12AF72A1BAE,ARGHBVV1187FB4D57A,Ryan Adams,How Do You Keep Love Alive,folk,Interlude 5,I'm A Winner (Amended Album Version),I Want You,I'm A Winner (Amended Album Version),Interlude 5,I Want You,The Guns of Love Disastrous,Buzzards of Love,Can't You See,The Guns of Love Disastrous,Buzzards of Love,Conant Gardens,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Southern Hospitality,Ain't No Woman (Like The One I've Got),Days Like These,Goodbye Young Tutor_ You've Now Outgrown Me,Southern Hospitality,Black Mountain Blues,Goodbye Young Tutor_ You've Now Outgrown Me,Southern Hospitality,Ain't No Woman (Like The One I've Got)
TRZUSDI128F4259806,SOXBQDJ12A6D4F93CC,ARGHBVV1187FB4D57A,Ryan Adams,When The Stars Go Blue,folk,I'm A Winner (Amended Album Version),Interlude 5,I Want You,I'm A Winner (Amended Album Version),Interlude 5,I Want You,Do You Know Where You're Going To,Theme From Mahagony (Do You Know Where You're Going To),Superman Tonight,Do You Know Where You're Going To,Theme From Mahagony (Do You Know Where You're Going To),Superman Tonight,Where Do I Go From You,Blue Shoes,Weak Become Heroes,Where Do I Go From You,Blue Shoes,Laughing At Life,Laughing At Life,In The Blue Of The Evening,Static Age,Laughing At Life,In The Blue Of The Evening,Static Age
TRWUFEW128F14782F3,SOBCLWO12A6D4F83AD,AR90WS41187FB3F064,Ray LaMontagne,Forever My Friend,folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Judgement Hour,This Is Me (Acoustic Full Version),Time to Lose,Judgement Hour,This Is Me (Acoustic Full Version),Boulevard,Interlude 5,Tell You Something (Nana's Reprise),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Tell You Something (Nana's Reprise),Call Me,Call Me,Straight From The Heart,Make You Sweat (LP Version),Call Me,Straight From The Heart,Make You Sweat (LP Version)
TRPZXTD128F14856D4,SOFZRDV12A6D4FACB1,AR90WS41187FB3F064,Ray LaMontagne,How Come [Acoustic Mix],folk,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Midnight Man,Pace Is The Trick,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Midnight Man,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Temple,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I Love U In Me ( LP Version),Interlude 5,Everybody Everybody,One of Us,Everybody Everybody,Begin Again,The Christmas Song,Everybody Everybody,Begin Again,Demons Annoying Me
TRIOKOC128F4267572,SOIOLFS12D021989DD,ARTQ8QP1187FB3D220,Leonard Cohen,Chelsea Hotel #2,folk,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Angelina,Everybody Needs Somebody To Love,One Of Us Must Know (Sooner Or Later),Angelina,Everybody Needs Somebody To Love,One Of Us Must Know (Sooner Or Later),Interlude 5,Snoopafella (Edited),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Snoopafella (Edited),Interlude 5,Piece Of My Heart,One Time We Lived,'Til There Was You,Weekenders,One Time We Lived,Come Get To This,Weekenders
TREBQMO128F42828DB,SOOHIHR12AF72A7053,ARIDDOM1187B9A1360,We Are Scientists,Lethal Enforcer (Live From Union Chapel_ London),folk,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),Ice Is Workin' It,Hook,This Song Goes Out To (Album Version),War Out Of Peace,Hook,You & I,War Out Of Peace,Interlude 5,Ice Is Workin' It,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Take Me,One Word,Take Me,Don't Get Around Much Anymore,Love Don't Live Here,Take Me,Don't Get Around Much Anymore,Revenge
TRIQKDQ128F146F504,SOVWOMM12A6D4F8484,ARCJKV91187FB46210,KT Tunstall,Change,folk,Interlude 5,I Want You,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I Want You,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Pervert,Oooh,More Than This,Pervert,Oooh,More Than This,Interlude 5,8 Mile,Mortal City,Interlude 5,Mortal City,So Alone,Angst In My Pants,Hindsight,Cat And Mouse,Hindsight,Angst In My Pants,So Alone
TRBFURI128F1455498,SOLMCFH12A58A7FACE,ARCJKV91187FB46210,KT Tunstall,Under The Weather,folk,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Already Died,Stranger,Where I Stand,Already Died,Stranger,Where I Stand,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,Sick,Under My Skin,Kill The President,Where I Stand,Can't Find My Way Home,Boom Boom (Out Go The Lights),Where I Stand,Love 101,I've Got You Under My Skin
TRVLECJ128E078235B,SOSJLXU12A6310F2B2,AR0L04E1187B9AE90C,The Verve,So Sister,folk,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I Want You,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I Want You,Hot Sex,Oooh,I Think I Love You,Hot Sex,Oooh,I Think I Love You,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Miss Ann,1st Booty On Duty,Miss Ann,Miss You,Disconnect,Miss Ann,When She's Gone,Miss Otis Regrets,Miss Ann,By The Time I Get To Phoenix,When She's Gone
TRMLKKJ128E0798A59,SONNMHJ12A67AE098E,AR8886N1187B9B330A,Liz Phair,Lost Tonight,folk,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Sexy,Interlude 1,I Know You Got Soul,Sexy,Interlude 1,I Know You Got Soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Let's All Get Drunk,It's Alright,Let's All Get Drunk,It's Alright,Out of Character,Out of Character,Disco,Even Cowgirls Get The Blues,Out of Character,Even Cowgirls Get The Blues,Disco
TRYBZQD12903CD1380,SONJLBP12AB018A66C,AR9UC071187B9B76FD,The Pogues,Sunnyside Of The Street,folk,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,In Parentheses,Preachin' To The Choir,Book Of Life,In Parentheses,Preachin' To The Choir,Tour is War,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,The Dance,The Dance,Work Work,Dead End Street,On The Sunny Side Of The Street,Fannin Street,Marrakech,On The Sunny Side Of The Street,Dead End Street,Fannin Street
TRHYZQR128F428F5C5,SOAWESO12A8C13AC4E,ARRH63Y1187FB47783,Kanye West,Can't Tell Me Nothing,hip hop,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),Move On,I La La La Love You,India,Very Special (LP Version),India,I La La La Love You,Very Special (LP Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Dirty Money,Interlude 5,Tell You Something (Nana's Reprise),Dirty Money,I La La La Love You,Alamo,I'm Not In The Mood (To Say No)!,I La La La Love You,Interlude 5,These Boots Are Made For Walkin'
